,Rooms,Distance,Postcode,Bathroom,Car,Landsize,Lattitude,Longtitude,Propertycount,Year,Month,Type_t,Type_u,Regionname_Eastern Victoria,Regionname_Northern Metropolitan,Regionname_Northern Victoria,Regionname_South-Eastern Metropolitan,Regionname_Southern Metropolitan,Regionname_Western Metropolitan,Regionname_Western Victoria,Price
19340,2,7.7,3124.0,1.0,1.0,1106.0,-37.83473,145.05698,8920.0,2017,7,0,1,0,0,0,0,1,0,0,682000.0
19341,4,7.7,3124.0,2.0,3.0,947.0,-37.84403,145.09545,8920.0,2017,7,0,0,0,0,0,0,1,0,0,2500000.0
19342,3,7.7,3124.0,1.0,2.0,2863.0,-37.83227,145.06325,8920.0,2017,7,0,1,0,0,0,0,1,0,0,682000.0
19343,2,7.7,3124.0,1.0,1.0,1625.0,-37.84237,145.09257,8920.0,2017,7,0,1,0,0,0,0,1,0,0,600800.0
19346,3,1.6,3053.0,1.0,0.0,98.0,-37.79633,144.97269,6786.0,2017,7,0,0,0,1,0,0,0,0,0,920000.0
19347,2,3.5,3054.0,1.0,1.0,173.0,-37.78829,144.97476,3106.0,2017,7,0,0,0,1,0,0,0,0,0,1690000.0
19348,3,3.5,3054.0,1.0,2.0,512.0,-37.80046,145.0032,3106.0,2017,7,0,1,0,1,0,0,0,0,0,550000.0
19349,2,10.1,3163.0,1.0,1.0,145.0,-37.888659999999994,145.06305,7822.0,2017,7,0,1,0,0,0,0,1,0,0,680000.0
19350,1,10.1,3163.0,1.0,1.0,1978.0,-37.885059999999996,145.06411,7822.0,2017,7,0,1,0,0,0,0,1,0,0,316000.0
19351,4,10.1,3163.0,1.0,2.0,512.0,-37.80046,145.0032,7822.0,2017,7,1,0,0,0,0,0,1,0,0,1600000.0
19352,3,10.1,3163.0,2.0,1.0,259.0,-37.89178,145.0539,7822.0,2017,7,0,1,0,0,0,0,1,0,0,1151000.0
19353,3,14.8,3023.0,2.0,2.0,308.0,-37.73868,144.7325,7719.0,2017,7,0,0,0,0,0,0,0,1,0,518000.0
19354,3,31.2,3197.0,2.0,1.0,379.0,-38.07912,145.12965,1989.0,2017,7,0,0,0,0,0,1,0,0,0,625000.0
19355,3,34.9,3201.0,1.0,0.0,528.0,-38.09798,145.18737,8060.0,2017,7,0,0,0,0,0,1,0,0,0,480000.0
19358,5,11.7,3148.0,2.0,2.0,276.0,-37.87883,145.09741,3582.0,2017,7,1,0,0,0,0,0,1,0,0,1050000.0
19359,3,27.0,3196.0,1.0,2.0,463.0,-38.05635,145.11836,3906.0,2017,7,0,0,0,0,0,1,0,0,0,750000.0
19360,5,27.0,3196.0,5.0,4.0,570.0,-38.03335,145.13212,2076.0,2017,7,0,0,0,0,0,1,0,0,0,835500.0
19361,4,17.9,3192.0,2.0,2.0,721.0,-37.9641,145.06547,9758.0,2017,7,0,0,0,0,0,0,1,0,0,1740000.0
19362,2,17.9,3192.0,1.0,2.0,182.0,-37.96718,145.07681000000002,9758.0,2017,7,0,1,0,0,0,0,1,0,0,560000.0
19364,2,17.9,3192.0,1.0,1.0,171.0,-37.96304,145.06421,9758.0,2017,7,1,0,0,0,0,0,1,0,0,751000.0
19365,3,17.9,3192.0,1.0,2.0,512.0,-37.80046,145.0032,9758.0,2017,7,1,0,0,0,0,0,1,0,0,1237500.0
19367,5,17.5,3169.0,3.0,2.0,537.0,-37.93759,145.10028,2727.0,2017,7,0,0,0,0,0,1,0,0,0,976000.0
19369,4,3.6,3068.0,2.0,0.0,191.0,-37.79274,144.99863,2954.0,2017,7,0,0,0,1,0,0,0,0,0,1662500.0
19370,2,3.6,3068.0,1.0,1.0,0.0,-37.78791,145.00588,2954.0,2017,7,0,1,0,1,0,0,0,0,0,591000.0
19371,2,6.7,3058.0,1.0,1.0,149.0,-37.74945,144.96737,11204.0,2017,7,0,0,0,1,0,0,0,0,0,650000.0
19372,4,6.7,3058.0,2.0,2.0,426.0,-37.74892,144.95758999999998,11204.0,2017,7,0,0,0,1,0,0,0,0,0,1400000.0
19373,2,6.7,3058.0,1.0,1.0,476.0,-37.73883,144.95321,11204.0,2017,7,0,0,0,1,0,0,0,0,0,996000.0
19374,1,6.7,3058.0,1.0,1.0,103.0,-37.75287,144.97743,11204.0,2017,7,0,1,0,1,0,0,0,0,0,430000.0
19375,4,6.7,3058.0,2.0,2.0,500.0,-37.72165,144.95853,3445.0,2017,7,0,0,0,1,0,0,0,0,0,1011000.0
19377,3,6.7,3058.0,1.0,1.0,520.0,-37.73323,144.98228,3445.0,2017,7,0,0,0,1,0,0,0,0,0,770000.0
19378,3,6.7,3058.0,2.0,2.0,275.0,-37.731559999999995,144.97087,3445.0,2017,7,1,0,0,1,0,0,0,0,0,830000.0
19379,3,17.4,3048.0,1.0,1.0,562.0,-37.665079999999996,144.93506000000002,1124.0,2017,7,0,0,0,1,0,0,0,0,0,455000.0
19381,4,20.6,3064.0,2.0,1.0,336.0,-37.593920000000004,144.89956,15510.0,2017,7,0,0,0,1,0,0,0,0,0,510000.0
19382,4,20.6,3064.0,1.0,2.0,512.0,-37.80046,145.0032,15510.0,2017,7,0,0,0,1,0,0,0,0,0,620000.0
19383,4,20.6,3064.0,2.0,2.0,512.0,-37.58505,144.93591999999998,15510.0,2017,7,0,0,0,1,0,0,0,0,0,590000.0
19384,3,20.6,3064.0,1.0,2.0,512.0,-37.80046,145.0032,15510.0,2017,7,0,0,0,1,0,0,0,0,0,470000.0
19385,4,20.6,3064.0,1.0,2.0,512.0,-37.80046,145.0032,15510.0,2017,7,0,0,0,1,0,0,0,0,0,662000.0
19386,3,20.6,3064.0,1.0,1.0,301.0,-37.58739,144.92619,15510.0,2017,7,0,0,0,1,0,0,0,0,0,390000.0
19388,4,34.7,3977.0,2.0,0.0,579.0,-38.07202,145.27369,6464.0,2017,7,0,0,0,0,0,1,0,0,0,500000.0
19389,2,23.0,3136.0,1.0,2.0,1800.0,-37.79578,145.27461,11925.0,2017,7,0,0,0,0,0,0,0,0,0,1150000.0
19390,3,23.0,3136.0,2.0,2.0,297.0,-37.79115,145.28337,11925.0,2017,7,0,0,0,0,0,0,0,0,0,745000.0
19391,3,23.0,3136.0,1.0,2.0,512.0,-37.80046,145.0032,11925.0,2017,7,0,0,0,0,0,0,0,0,0,1130000.0
19392,3,23.0,3136.0,1.0,1.0,981.0,-37.784440000000004,145.30267,11925.0,2017,7,0,0,0,0,0,0,0,0,0,928000.0
19393,4,23.0,3136.0,2.0,2.0,560.0,-37.77791,145.26912,1705.0,2017,7,0,0,0,0,0,0,0,0,0,1020000.0
19395,4,24.7,3175.0,3.0,2.0,279.0,-37.967690000000005,145.21732,8322.0,2017,7,0,1,0,0,0,1,0,0,0,617000.0
19397,3,21.8,3089.0,1.0,2.0,512.0,-37.67723,145.16642,4258.0,2017,7,0,0,0,0,1,0,0,0,0,632000.0
19401,2,12.4,3108.0,1.0,2.0,512.0,-37.80046,145.0032,9028.0,2017,7,0,1,0,0,0,0,0,0,0,478000.0
19402,3,12.4,3108.0,1.0,2.0,721.0,-37.79244,145.12021000000001,9028.0,2017,7,0,0,0,0,0,0,0,0,0,1420000.0
19403,3,14.3,3109.0,1.0,1.0,725.0,-37.79509,145.15591,10999.0,2017,7,0,0,0,0,0,0,0,0,0,1120000.0
19404,6,14.3,3109.0,3.0,2.0,692.0,-37.7746,145.15141,10999.0,2017,7,0,0,0,0,0,0,0,0,0,1655000.0
19405,3,14.3,3109.0,2.0,2.0,283.0,-37.78177,145.15818000000002,10999.0,2017,7,1,0,0,0,0,0,0,0,0,970000.0
19406,4,14.3,3109.0,2.0,2.0,511.0,-37.77746,145.17161000000002,10999.0,2017,7,0,0,0,0,0,0,0,0,0,1225000.0
19407,3,14.3,3109.0,2.0,2.0,253.0,-37.7626,145.17126000000002,10999.0,2017,7,1,0,0,0,0,0,0,0,0,1120000.0
19408,3,14.3,3109.0,1.0,2.0,660.0,-37.77859,145.15755,10999.0,2017,7,0,0,0,0,0,0,0,0,0,1460000.0
19410,4,25.9,3754.0,2.0,2.0,550.0,-37.58279,145.12171999999998,7254.0,2017,7,0,0,0,0,1,0,0,0,0,500000.0
19411,4,25.9,3754.0,2.0,2.0,411.0,-37.6038,145.10958,7254.0,2017,7,0,0,0,0,1,0,0,0,0,531000.0
19412,3,28.8,3177.0,1.0,2.0,680.0,-37.99581,145.24098,3533.0,2017,7,0,0,0,0,0,1,0,0,0,508000.0
19413,3,28.8,3177.0,1.0,0.0,585.0,-37.99608,145.23587,3533.0,2017,7,0,0,0,0,0,1,0,0,0,450000.0
19414,3,28.8,3177.0,1.0,2.0,512.0,-37.80046,145.0032,3533.0,2017,7,0,1,0,0,0,1,0,0,0,430000.0
19415,4,8.9,3084.0,2.0,3.0,1783.0,-37.76457,145.06555,1651.0,2017,7,0,0,0,0,0,0,0,0,0,3300000.0
19417,4,27.0,3196.0,2.0,2.0,320.0,-38.032270000000004,145.11758999999998,2546.0,2017,7,0,1,0,0,0,1,0,0,0,700000.0
19418,2,7.2,3185.0,1.0,2.0,512.0,-37.80046,145.0032,4898.0,2017,7,0,1,0,0,0,0,1,0,0,910000.0
19419,2,7.2,3185.0,1.0,2.0,512.0,-37.80046,145.0032,4898.0,2017,7,0,1,0,0,0,0,1,0,0,815000.0
19420,2,7.2,3185.0,1.0,2.0,538.0,-37.88295,145.00083,4898.0,2017,7,0,1,0,0,0,0,1,0,0,834500.0
19421,4,18.0,3095.0,2.0,2.0,688.0,-37.703379999999996,145.1333,2346.0,2017,7,0,0,0,0,0,0,0,0,0,850000.0
19422,4,18.0,3095.0,3.0,2.0,1503.0,-37.70697,145.14105,2346.0,2017,7,0,0,0,0,0,0,0,0,0,920000.0
19423,5,18.0,3095.0,2.0,1.0,813.0,-37.7068,145.13232,2346.0,2017,7,0,0,0,0,0,0,0,0,0,850000.0
19425,2,7.2,3184.0,1.0,1.0,837.0,-37.87307,144.98635,8989.0,2017,7,0,1,0,0,0,0,1,0,0,930000.0
19426,2,7.2,3184.0,1.0,2.0,797.0,-37.87449,144.99059,8989.0,2017,7,0,1,0,0,0,0,1,0,0,720000.0
19428,2,7.2,3184.0,1.0,2.0,512.0,-37.80046,145.0032,8989.0,2017,7,0,1,0,0,0,0,1,0,0,790000.0
19430,3,7.2,3184.0,2.0,2.0,0.0,-37.87472,144.98235,8989.0,2017,7,1,0,0,0,0,0,1,0,0,1035000.0
19431,3,7.2,3184.0,2.0,3.0,144.0,-37.88617,144.9833,8989.0,2017,7,0,0,0,0,0,0,1,0,0,1820000.0
19432,2,7.2,3184.0,1.0,1.0,0.0,-37.88465,144.99177,8989.0,2017,7,1,0,0,0,0,0,1,0,0,710000.0
19433,2,7.2,3184.0,1.0,1.0,795.0,-37.88351,144.99202,8989.0,2017,7,0,1,0,0,0,0,1,0,0,715000.0
19434,2,36.9,3782.0,1.0,0.0,1000.0,-37.930640000000004,145.4453,2259.0,2017,7,0,0,1,0,0,0,0,0,0,655000.0
19435,3,28.5,3802.0,2.0,2.0,581.0,-37.98418,145.27178,8443.0,2017,7,0,0,0,0,0,1,0,0,0,630000.0
19436,5,28.5,3802.0,2.0,2.0,836.0,-37.98873,145.27018999999999,8443.0,2017,7,0,0,0,0,0,1,0,0,0,1015000.0
19437,3,28.5,3802.0,2.0,3.0,810.0,-37.988409999999995,145.26001000000002,8443.0,2017,7,0,0,0,0,0,1,0,0,0,676000.0
19438,3,28.5,3802.0,1.0,8.0,665.0,-37.96837,145.25176000000002,8443.0,2017,7,0,0,0,0,0,1,0,0,0,580000.0
19440,4,19.6,3076.0,2.0,2.0,571.0,-37.63762,145.03538999999998,10926.0,2017,7,0,0,0,1,0,0,0,0,0,658000.0
19441,3,19.6,3076.0,2.0,2.0,321.0,-37.63169,145.03135,10926.0,2017,7,0,0,0,1,0,0,0,0,0,500000.0
19442,3,19.6,3076.0,1.0,2.0,512.0,-37.80046,145.0032,10926.0,2017,7,1,0,0,1,0,0,0,0,0,460000.0
19443,3,19.6,3076.0,2.0,1.0,390.0,-37.628820000000005,145.00978999999998,10926.0,2017,7,0,0,0,1,0,0,0,0,0,560000.0
19445,2,19.6,3076.0,2.0,2.0,214.0,-37.651509999999995,145.02815,10926.0,2017,7,0,1,0,1,0,0,0,0,0,503000.0
19446,2,7.5,3040.0,1.0,1.0,0.0,-37.75465,144.9107,9264.0,2017,7,0,1,0,0,0,0,0,1,0,468000.0
19447,3,7.5,3040.0,2.0,2.0,292.0,-37.74093,144.89279,9264.0,2017,7,1,0,0,0,0,0,0,1,0,1002000.0
19448,3,7.5,3040.0,3.0,1.0,226.0,-37.75485,144.9119,9264.0,2017,7,0,0,0,0,0,0,0,1,0,1315000.0
19449,3,7.5,3040.0,1.0,2.0,512.0,-37.80046,145.0032,9264.0,2017,7,1,0,0,0,0,0,0,1,0,1000000.0
19450,2,7.5,3040.0,1.0,1.0,1032.0,-37.7498,144.91228,9264.0,2017,7,0,1,0,0,0,0,0,1,0,550000.0
19451,3,7.5,3040.0,1.0,2.0,828.0,-37.74473,144.90238,9264.0,2017,7,0,0,0,0,0,0,0,1,0,1875000.0
19452,3,5.7,3078.0,1.0,2.0,697.0,-37.77662,145.02288000000001,2970.0,2017,7,0,0,0,1,0,0,0,0,0,1800000.0
19454,3,13.1,3060.0,1.0,2.0,619.0,-37.71313,144.97248000000002,5070.0,2017,7,0,0,0,1,0,0,0,0,0,661000.0
19455,3,24.8,3156.0,2.0,1.0,720.0,-37.87768,145.25918000000001,10788.0,2017,7,0,0,0,0,0,0,0,0,0,861000.0
19456,3,24.8,3156.0,1.0,3.0,984.0,-37.897659999999995,145.29185,10788.0,2017,7,0,0,0,0,0,0,0,0,0,760000.0
19457,4,24.8,3156.0,2.0,2.0,659.0,-37.89508,145.27879,10788.0,2017,7,0,0,0,0,0,0,0,0,0,890000.0
19459,2,5.1,3011.0,1.0,1.0,0.0,-37.80474,144.9021,7570.0,2017,7,0,1,0,0,0,0,0,1,0,370000.0
19460,2,5.1,3011.0,1.0,0.0,148.0,-37.79462,144.89385,7570.0,2017,7,0,0,0,0,0,0,0,1,0,957000.0
19463,2,38.0,3199.0,1.0,1.0,0.0,-38.13275,145.13099,17055.0,2017,7,0,1,0,0,0,1,0,0,0,266000.0
19464,4,38.0,3199.0,2.0,3.0,767.0,-38.16147,145.14285,17055.0,2017,7,0,0,0,0,0,1,0,0,0,680000.0
19465,3,38.0,3199.0,2.0,1.0,680.0,-38.140159999999995,145.13583,17055.0,2017,7,0,0,0,0,0,1,0,0,0,655000.0
19467,3,36.9,3200.0,1.0,4.0,632.0,-38.11984,145.16208999999998,2500.0,2017,7,0,0,1,0,0,0,0,0,0,570000.0
19468,4,38.0,3199.0,2.0,2.0,694.0,-38.16227,145.1208,7566.0,2017,7,0,0,0,0,0,1,0,0,0,945000.0
19469,2,10.1,3163.0,1.0,1.0,0.0,-37.88937,145.04038,2403.0,2017,7,0,1,0,0,0,0,1,0,0,450000.0
19473,4,7.3,3146.0,1.0,1.0,702.0,-37.849140000000006,145.06421,10412.0,2017,7,0,0,0,0,0,0,1,0,0,1908000.0
19474,2,7.3,3146.0,1.0,1.0,197.0,-37.85448,145.0485,10412.0,2017,7,1,0,0,0,0,0,1,0,0,955000.0
19475,4,16.7,3150.0,2.0,2.0,660.0,-37.88927,145.18548,15321.0,2017,7,0,0,0,0,0,0,0,0,0,1200000.0
19477,3,16.7,3150.0,1.0,1.0,836.0,-37.89928,145.1474,15321.0,2017,7,0,0,0,0,0,0,0,0,0,1130000.0
19479,3,11.2,3046.0,1.0,4.0,650.0,-37.707679999999996,144.92586,8870.0,2017,7,0,0,0,1,0,0,0,0,0,820000.0
19480,3,11.2,3046.0,1.0,4.0,625.0,-37.69912,144.90996,8870.0,2017,7,0,0,0,1,0,0,0,0,0,760000.0
19482,3,11.2,3046.0,1.0,1.0,422.0,-37.70425,144.93164,8870.0,2017,7,0,0,0,1,0,0,0,0,0,680000.0
19484,3,11.2,3046.0,1.0,1.0,610.0,-37.69865,144.91733,8870.0,2017,7,0,0,0,1,0,0,0,0,0,629500.0
19485,3,12.9,3043.0,2.0,2.0,453.0,-37.70606,144.89412,1071.0,2017,7,0,0,0,0,0,0,0,1,0,900000.0
19486,4,16.1,3088.0,2.0,2.0,789.0,-37.696459999999995,145.12163,8524.0,2017,7,0,0,0,1,0,0,0,0,0,770000.0
19487,4,16.1,3088.0,2.0,2.0,737.0,-37.684329999999996,145.11018,8524.0,2017,7,0,0,0,1,0,0,0,0,0,887500.0
19488,4,16.1,3088.0,3.0,1.0,807.0,-37.70077,145.12743,8524.0,2017,7,0,0,0,1,0,0,0,0,0,900000.0
19489,3,20.4,3059.0,1.0,2.0,512.0,-37.80046,145.0032,4864.0,2017,7,0,0,0,1,0,0,0,0,0,633000.0
19490,3,11.2,3046.0,2.0,2.0,591.0,-37.71177,144.94781,2606.0,2017,7,0,0,0,1,0,0,0,0,0,860000.0
19492,2,5.3,3122.0,1.0,1.0,0.0,-37.83197,145.04306,11308.0,2017,7,0,1,0,0,0,0,1,0,0,580000.0
19493,2,5.3,3122.0,1.0,1.0,974.0,-37.81494,145.01744,11308.0,2017,7,0,1,0,0,0,0,1,0,0,840000.0
19494,3,5.3,3122.0,1.0,1.0,259.0,-37.81628,145.02125,11308.0,2017,7,0,0,0,0,0,0,1,0,0,1460000.0
19495,2,6.2,3123.0,1.0,1.0,0.0,-37.82465,145.05092,6482.0,2017,7,0,1,0,0,0,0,1,0,0,400000.0
19496,3,21.3,3135.0,2.0,2.0,678.0,-37.83637,145.24246000000002,3794.0,2017,7,0,0,0,0,0,0,0,0,0,901000.0
19498,3,8.9,3084.0,2.0,2.0,161.0,-37.74897,145.07023999999998,2890.0,2017,7,1,0,0,0,0,0,0,0,0,835000.0
19499,4,16.0,3190.0,3.0,2.0,512.0,-37.950520000000004,145.02551,4794.0,2017,7,0,0,0,0,0,0,1,0,0,1535000.0
19500,3,16.0,3190.0,1.0,2.0,572.0,-37.9526,145.04207,4794.0,2017,7,0,0,0,0,0,0,1,0,0,1257000.0
19501,3,16.0,3190.0,1.0,2.0,269.0,-37.94775,145.02379,4794.0,2017,7,1,0,0,0,0,0,1,0,0,1200000.0
19502,3,16.0,3190.0,2.0,2.0,240.0,-37.9461,145.02432,4794.0,2017,7,1,0,0,0,0,0,1,0,0,1030000.0
19503,3,16.0,3190.0,1.0,0.0,642.0,-37.946909999999995,145.04935,4794.0,2017,7,0,0,0,0,0,0,1,0,0,1260000.0
19504,4,16.0,3190.0,2.0,2.0,304.0,-37.946329999999996,145.04946999999999,4794.0,2017,7,1,0,0,0,0,0,1,0,0,1200000.0
19505,2,16.0,3190.0,1.0,2.0,591.0,-37.94763,145.02716999999998,4794.0,2017,7,0,0,0,0,0,0,1,0,0,1150000.0
19506,3,18.0,3037.0,2.0,2.0,345.0,-37.70428,144.74705,5556.0,2017,7,0,1,0,0,0,0,0,1,0,485000.0
19507,4,18.0,3037.0,2.0,2.0,542.0,-37.68104,144.74608,5556.0,2017,7,0,0,0,0,0,0,0,1,0,618350.0
19509,3,18.4,3029.0,2.0,2.0,580.0,-37.87447,144.66771,13830.0,2017,7,0,0,0,0,0,0,0,1,0,540000.0
19513,3,12.3,3166.0,1.0,2.0,628.0,-37.909040000000005,145.10903000000002,768.0,2017,7,0,0,0,0,0,0,1,0,0,990000.0
19514,4,7.8,3079.0,2.0,2.0,1011.0,-37.76231,145.05138,5549.0,2017,7,0,0,0,0,0,0,0,0,0,2250000.0
19515,4,7.8,3079.0,2.0,0.0,637.0,-37.776709999999994,145.04005,5549.0,2017,7,0,0,0,0,0,0,0,0,0,2530000.0
19517,3,14.0,3047.0,1.0,4.0,764.0,-37.68907,144.91459,851.0,2017,7,0,0,0,1,0,0,0,0,0,620500.0
19518,4,11.7,3033.0,2.0,2.0,988.0,-37.75166,144.87552,5629.0,2017,7,0,0,0,0,0,0,0,1,0,1475000.0
19519,3,10.4,3042.0,2.0,2.0,761.0,-37.72224,144.85738999999998,1119.0,2017,7,0,0,0,0,0,0,0,1,0,750000.0
19520,5,10.4,3042.0,3.0,4.0,650.0,-37.72285,144.86073000000002,1119.0,2017,7,0,0,0,0,0,0,0,1,0,765000.0
19521,2,3.4,3031.0,1.0,1.0,1775.0,-37.79818,144.92685,5263.0,2017,7,0,1,0,1,0,0,0,0,0,445000.0
19522,2,3.4,3031.0,1.0,1.0,3957.0,-37.79741,144.92614,5263.0,2017,7,0,1,0,1,0,0,0,0,0,501000.0
19524,3,3.4,3031.0,1.0,0.0,190.0,-37.7956,144.92779,5263.0,2017,7,0,0,0,1,0,0,0,0,0,1060000.0
19525,3,5.4,3101.0,2.0,2.0,325.0,-37.816140000000004,145.05056000000002,10331.0,2017,7,1,0,0,0,0,0,1,0,0,1405000.0
19527,4,5.4,3101.0,2.0,2.0,813.0,-37.80437,145.01725,10331.0,2017,7,0,0,0,0,0,0,1,0,0,3015000.0
19528,3,7.3,3102.0,2.0,2.0,446.0,-37.79589,145.05223,2671.0,2017,7,0,0,0,0,0,0,1,0,0,1500000.0
19529,3,25.2,3173.0,1.0,4.0,540.0,-37.9884,145.15925,8459.0,2017,7,0,0,0,0,0,1,0,0,0,745000.0
19530,3,25.2,3173.0,2.0,4.0,553.0,-37.99432,145.16143,8459.0,2017,7,0,0,0,0,0,1,0,0,0,725000.0
19532,1,6.4,3012.0,1.0,1.0,0.0,-37.80893,144.87878,1808.0,2017,7,0,1,0,0,0,0,0,1,0,216000.0
19533,5,23.3,3180.0,2.0,2.0,726.0,-37.88309,145.24917,2949.0,2017,7,0,0,0,0,0,0,0,0,0,1070000.0
19534,3,31.7,3337.0,2.0,1.0,637.0,-37.66195,144.59785,3553.0,2017,7,0,0,0,0,1,0,0,0,0,375000.0
19535,2,16.3,3075.0,1.0,1.0,277.0,-37.66612,145.0008,8279.0,2017,7,0,1,0,1,0,0,0,0,0,444000.0
19536,3,16.3,3075.0,1.0,2.0,534.0,-37.67024,145.03644,8279.0,2017,7,0,0,0,1,0,0,0,0,0,544000.0
19537,3,16.3,3075.0,1.0,1.0,532.0,-37.66101,145.02568,8279.0,2017,7,0,0,0,1,0,0,0,0,0,580500.0
19538,4,16.3,3075.0,1.0,1.0,627.0,-37.667809999999996,145.00926,8279.0,2017,7,0,0,0,1,0,0,0,0,0,710000.0
19539,3,16.3,3075.0,1.0,2.0,625.0,-37.67427,145.02961000000002,8279.0,2017,7,0,0,0,1,0,0,0,0,0,700000.0
19540,3,41.0,3910.0,2.0,2.0,361.0,-38.13673,145.21616,8743.0,2017,7,0,0,1,0,0,0,0,0,0,565500.0
19541,4,14.6,3093.0,2.0,2.0,792.0,-37.726079999999996,145.12115,1624.0,2017,7,0,0,0,0,0,0,0,0,0,1129000.0
19543,3,12.7,3085.0,1.0,2.0,512.0,-37.80046,145.0032,4168.0,2017,7,0,0,0,1,0,0,0,0,0,1210000.0
19544,3,6.4,3012.0,2.0,2.0,159.0,-37.78502,144.86733,3873.0,2017,7,1,0,0,0,0,0,0,1,0,670000.0
19545,4,6.4,3012.0,3.0,2.0,294.0,-37.78133,144.86768,3873.0,2017,7,1,0,0,0,0,0,0,1,0,821000.0
19548,3,4.3,3032.0,1.0,2.0,512.0,-37.80046,145.0032,4918.0,2017,7,0,0,0,0,0,0,0,1,0,600000.0
19549,3,17.4,3048.0,1.0,1.0,154.0,-37.64992,144.91883,4704.0,2017,7,1,0,0,1,0,0,0,0,0,360000.0
19551,3,17.4,3048.0,1.0,1.0,670.0,-37.65168,144.91868,4704.0,2017,7,0,0,0,1,0,0,0,0,0,510000.0
19552,2,0.0,3000.0,1.0,2.0,512.0,-37.80046,145.0032,17496.0,2017,7,0,1,0,1,0,0,0,0,0,422000.0
19553,2,0.0,3000.0,1.0,0.0,89.0,-37.80802,144.96168,17496.0,2017,7,0,1,0,1,0,0,0,0,0,565000.0
19554,3,0.0,3000.0,1.0,2.0,512.0,-37.80046,145.0032,17496.0,2017,7,0,1,0,1,0,0,0,0,0,750000.0
19555,2,0.0,3000.0,1.0,0.0,0.0,-37.81351,144.96908,17496.0,2017,7,0,1,0,1,0,0,0,0,0,540000.0
19556,3,29.8,3338.0,1.0,1.0,585.0,-37.71195,144.57235,4718.0,2017,7,0,0,0,0,0,0,0,0,1,300000.0
19557,3,29.8,3338.0,1.0,2.0,670.0,-37.70228,144.57688000000002,4718.0,2017,7,0,0,0,0,0,0,0,0,1,385000.0
19558,4,31.7,3337.0,1.0,2.0,865.0,-37.67396,144.55784,6065.0,2017,7,0,0,0,0,1,0,0,0,0,427500.0
19559,2,20.0,3194.0,1.0,1.0,0.0,-37.978359999999995,145.07303000000002,6162.0,2017,7,0,1,0,0,0,1,0,0,0,641000.0
19561,3,17.9,3082.0,2.0,1.0,555.0,-37.6764,145.05085,10529.0,2017,7,0,0,0,1,0,0,0,0,0,668000.0
19562,3,17.9,3082.0,2.0,1.0,661.0,-37.66898,145.07209,10529.0,2017,7,0,0,0,1,0,0,0,0,0,650000.0
19563,2,17.9,3082.0,1.0,2.0,374.0,-37.6745,145.05491,10529.0,2017,7,0,0,0,1,0,0,0,0,0,490000.0
19564,4,17.9,3082.0,2.0,2.0,674.0,-37.65639,145.06518,10529.0,2017,7,0,0,0,1,0,0,0,0,0,800000.0
19565,5,17.9,3082.0,2.0,5.0,698.0,-37.66683,145.07751000000002,10529.0,2017,7,0,0,0,1,0,0,0,0,0,955000.0
19566,3,17.9,3082.0,1.0,2.0,528.0,-37.66726,145.05819,10529.0,2017,7,0,0,0,1,0,0,0,0,0,635000.0
19567,3,10.2,3127.0,1.0,1.0,248.0,-37.82335,145.11358,2079.0,2017,7,1,0,0,0,0,0,0,0,0,943000.0
19569,4,6.2,3039.0,2.0,1.0,375.0,-37.762609999999995,144.93249,6232.0,2017,7,0,0,0,0,0,0,0,1,0,1400000.0
19570,3,6.2,3039.0,1.0,0.0,234.0,-37.76321,144.91958,6232.0,2017,7,0,0,0,0,0,0,0,1,0,1245000.0
19571,3,14.3,3189.0,2.0,2.0,230.0,-37.93793,145.04048,2555.0,2017,7,1,0,0,0,0,0,1,0,0,920000.0
19572,4,14.3,3189.0,1.0,2.0,512.0,-37.80046,145.0032,2555.0,2017,7,1,0,0,0,0,0,1,0,0,1320000.0
19573,3,26.5,3138.0,1.0,2.0,886.0,-37.7753,145.31266000000002,8280.0,2017,7,0,0,1,0,0,0,0,0,0,696000.0
19574,2,21.5,3195.0,1.0,1.0,0.0,-38.00765,145.0935,3650.0,2017,7,0,1,0,0,0,1,0,0,0,600000.0
19575,2,21.5,3195.0,1.0,2.0,512.0,-37.80046,145.0032,3650.0,2017,7,0,1,0,0,0,1,0,0,0,440000.0
19576,3,21.5,3195.0,1.0,2.0,512.0,-37.80046,145.0032,3650.0,2017,7,1,0,0,0,0,1,0,0,0,630000.0
19580,3,14.2,3149.0,1.0,2.0,720.0,-37.87735,145.13357,13366.0,2017,7,0,0,0,0,0,0,0,0,0,1635000.0
19581,3,14.2,3149.0,2.0,2.0,660.0,-37.861979999999996,145.139,13366.0,2017,7,0,0,0,0,0,0,0,0,0,1406000.0
19582,4,14.2,3149.0,2.0,2.0,811.0,-37.858579999999996,145.12053,13366.0,2017,7,0,0,0,0,0,0,0,0,0,1640000.0
19583,3,18.8,3170.0,1.0,1.0,744.0,-37.93168,145.16126,7113.0,2017,7,0,0,0,0,0,1,0,0,0,9000000.0
19584,3,18.8,3170.0,1.0,2.0,727.0,-37.9128,145.16152,7113.0,2017,7,0,0,0,0,0,1,0,0,0,1001000.0
19586,4,18.8,3170.0,2.0,2.0,492.0,-37.922990000000006,145.19156,7113.0,2017,7,0,0,0,0,0,1,0,0,0,1030000.0
